Intercept,idade,tempo_emprego,sexo_F,posse_de_imovel_True,tipo_renda_Assalariado,educacao_Superior_completo
8.177942648118057,0.004208474915035272,0.0506522128517852,-0.7668016541351683,0.08479888955872145,-0.16855777993599053,0.10091630828731751
